clean_text,label
low crime near whitefield bangalore,crime
hello there is a fire near nh48 highway,fire
help crime happening at whitefield bangalore,crime
indiranagar metro station alli building collapse aagide,building collapse
whitefield bangalore alli flood aagide,flood
help building collapse happening at whitefield bangalore,building collapse
hello there is a crime near kr market bangalore,crime
indiranagar metro station alli accident aagide,accident
hello there is a earthquake near hebbal flyover,earthquake
majestic bus stand pe fire ho gaya,fire
electronic city alli accident aagide,accident
indiranagar metro station alli earthquake aagide,earthquake
majestic bus stand alli gas leak aagide,gas leak
earthquake near tumkur road several people injured,earthquake
earthquake near majestic bus stand three people injured,earthquake
gas leak near indiranagar metro station one person injured,gas leak
building collapse near majestic bus stand three people injured,building collapse
hello there is a accident near whitefield bangalore,accident
hebbal flyover alli fire aagide,fire
gas leak near silk board bangalore two people injured,gas leak
medium building collapse near tumkur road,building collapse
kr market bangalore alli flood aagide,flood
electronic city alli accident aagide,accident
earthquake near nh48 highway one person injured,earthquake
low flood near electronic city,flood
gas leak near electronic city one person injured,gas leak
low earthquake near nh48 highway,earthquake
gas leak near whitefield bangalore two people injured,gas leak
low crime near majestic bus stand,crime
help building collapse happening at majestic bus stand,building collapse
help fire happening at nh48 highway,fire
hello there is a building collapse near majestic bus stand,building collapse
help building collapse happening at silk board bangalore,building collapse
accident near tumkur road three people injured,accident
low accident near hebbal flyover,accident
earthquake near indiranagar metro station three people injured,earthquake
electronic city alli accident aagide,accident
indiranagar metro station alli crime aagide,crime
gas leak near majestic bus stand,gas leak
kr market bangalore pe flood ho gaya,flood
hello there is a building collapse near whitefield bangalore,building collapse
hello there is a fire near indiranagar metro station,fire
majestic bus stand pe earthquake ho gaya,earthquake
high flood near electronic city,flood
building collapse near mg road bangalore one person injured,building collapse
mg road bangalore pe building collapse ho gaya,building collapse
fire near majestic bus stand,fire
hello there is a flood near silk board bangalore,flood
kr market bangalore pe crime ho gaya,crime
help building collapse happening at indiranagar metro station,building collapse
building collapse near kr market bangalore,building collapse
help flood happening at mg road bangalore,flood
accident near electronic city several people injured,accident
high flood near whitefield bangalore,flood
whitefield bangalore alli earthquake aagide,earthquake
fire near kr market bangalore two people injured,fire
hello there is a building collapse near whitefield bangalore,building collapse
electronic city alli gas leak aagide,gas leak
earthquake near nh48 highway one person injured,earthquake
help fire happening at hebbal flyover,fire
high crime near whitefield bangalore,crime
hello there is a gas leak near majestic bus stand,gas leak
majestic bus stand pe building collapse ho gaya,building collapse
crime near nh48 highway several people injured,crime
tumkur road pe building collapse ho gaya,building collapse
tumkur road pe building collapse ho gaya,building collapse
accident near majestic bus stand,accident
gas leak near mg road bangalore,gas leak
building collapse near tumkur road several people injured,building collapse
help crime happening at indiranagar metro station,crime
medium gas leak near indiranagar metro station,gas leak
low crime near kr market bangalore,crime
accident near majestic bus stand,accident
high fire near mg road bangalore,fire
hello there is a earthquake near mg road bangalore,earthquake
earthquake near hebbal flyover several people injured,earthquake
medium accident near mg road bangalore,accident
kr market bangalore alli flood aagide,flood
crime near majestic bus stand three people injured,crime
hello there is a accident near nh48 highway,accident
flood near tumkur road one person injured,flood
indiranagar metro station alli accident aagide,accident
fire near whitefield bangalore several people injured,fire
silk board bangalore alli earthquake aagide,earthquake
earthquake near kr market bangalore two people injured,earthquake
hello there is a flood near kr market bangalore,flood
help gas leak happening at electronic city,gas leak
gas leak near indiranagar metro station one person injured,gas leak
accident near indiranagar metro station,accident
nh48 highway alli accident aagide,accident
crime near tumkur road one person injured,crime
high accident near kr market bangalore,accident
mg road bangalore alli flood aagide,flood
fire near majestic bus stand,fire
high flood near nh48 highway,flood
electronic city pe earthquake ho gaya,earthquake
hello there is a crime near tumkur road,crime
hello there is a building collapse near whitefield bangalore,building collapse
accident near whitefield bangalore,accident
whitefield bangalore alli flood aagide,flood
help flood happening at majestic bus stand,flood
help gas leak happening at tumkur road,gas leak
electronic city pe building collapse ho gaya,building collapse
crime near nh48 highway,crime
hello there is a building collapse near electronic city,building collapse
tumkur road alli flood aagide,flood
fire near hebbal flyover two people injured,fire
high fire near indiranagar metro station,fire
help flood happening at silk board bangalore,flood
indiranagar metro station alli crime aagide,crime
hello there is a crime near silk board bangalore,crime
hebbal flyover pe flood ho gaya,flood
gas leak near hebbal flyover,gas leak
accident near indiranagar metro station,accident
fire near electronic city,fire
hello there is a fire near majestic bus stand,fire
medium crime near hebbal flyover,crime
tumkur road alli fire aagide,fire
help flood happening at hebbal flyover,flood
help gas leak happening at indiranagar metro station,gas leak
accident near whitefield bangalore,accident
high flood near nh48 highway,flood
hebbal flyover alli accident aagide,accident
accident near tumkur road,accident
high building collapse near mg road bangalore,building collapse
help gas leak happening at hebbal flyover,gas leak
